2009,4697.23000000001
2010,4517.979999999998
2011,4443.709999999998
2012,7008.869999999989
2013,6421.029999999997
2014,7157.260000000035
2015,5125.49999999999
2016,7931.820000000037
2017,8085.800000000017
2018,8920.299999999997
2019,5693.4100000000035
