,from,to,docID,doctopic
0,PROC,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
1,Mr Deputy Speaker,Mr Png Eng Huat (Hougang),5d27eca6172d9aa762d4802f,Society
2,Mr Png Eng Huat (Hougang),Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
3,Mr Deputy Speaker,The Minister for Communications and Information (Mr S Iswaran),5d27eca6172d9aa762d4802f,Society
4,The Minister for Communications and Information (Mr S Iswaran),Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
5,Mr Deputy Speaker,Dr Chia Shi-Lu (Tanjong Pagar),5d27eca6172d9aa762d4802f,Society
6,Dr Chia Shi-Lu (Tanjong Pagar),Mr Darryl David (Ang Mo Kio),5d27eca6172d9aa762d4802f,Society
7,Mr Darryl David (Ang Mo Kio),Mr Louis Ng Kok Kwang (Nee Soon),5d27eca6172d9aa762d4802f,Society
8,Mr Louis Ng Kok Kwang (Nee Soon),Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
9,Mr Deputy Speaker,The Minister for Law (Mr K Shanmugam),5d27eca6172d9aa762d4802f,Society
10,The Minister for Law (Mr K Shanmugam),PROC,5d27eca6172d9aa762d4802f,Society
11,PROC,PROC,5d27eca6172d9aa762d4802f,Society
12,PROC,The Senior Minister and Coordinating Minister for National Security (Mr Teo Chee Hean),5d27eca6172d9aa762d4802f,Society
13,The Senior Minister and Coordinating Minister for National Security (Mr Teo Chee Hean),Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
14,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
15,Mr Deputy Speaker,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
16,Mr K Shanmugam,An hon Member,5d27eca6172d9aa762d4802f,Society
17,An hon Member,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
18,Mr K Shanmugam,An hon Member,5d27eca6172d9aa762d4802f,Society
19,An hon Member,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
20,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
21,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
22,Mr Pritam Singh,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
23,Mr K Shanmugam,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
24,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
25,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
26,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
27,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
28,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
29,Mr Deputy Speaker,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
30,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
31,Mr Deputy Speaker,Mr Low Thia Khiang,5d27eca6172d9aa762d4802f,Society
32,Mr Low Thia Khiang,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
33,Mr Deputy Speaker,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
34,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
35,Mr Deputy Speaker,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
36,Assoc Prof Walter Theseira,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
37,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
38,Mr Deputy Speaker,Ms Sylvia Lim,5d27eca6172d9aa762d4802f,Society
39,Ms Sylvia Lim,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
40,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
41,Mr Deputy Speaker,Mr Leon Perera,5d27eca6172d9aa762d4802f,Society
42,Mr Leon Perera,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
43,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
44,Mr Deputy Speaker,Mr Png Eng Huat,5d27eca6172d9aa762d4802f,Society
45,Mr Png Eng Huat,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
46,Mr K Shanmugam,Mr Png Eng Huat,5d27eca6172d9aa762d4802f,Society
47,Mr Png Eng Huat,Mr K Shanmugam,5d27eca6172d9aa762d4802f,Society
48,Mr K Shanmugam,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
49,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
50,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
51,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
52,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
53,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
54,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
55,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
56,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
57,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
58,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
59,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
60,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
61,Mr Deputy Speaker,PROC,5d27eca6172d9aa762d4802f,Society
62,PROC,The Chairman,5d27eca6172d9aa762d4802f,Society
63,The Chairman,Ms Anthea Ong (Nominated Member),5d27eca6172d9aa762d4802f,Society
64,Ms Anthea Ong (Nominated Member),The Chairman,5d27eca6172d9aa762d4802f,Society
65,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
66,Ms Anthea Ong,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
67,Mr Pritam Singh,The Chairman,5d27eca6172d9aa762d4802f,Society
68,The Chairman,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
69,Mr Pritam Singh,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
70,Assoc Prof Walter Theseira,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
71,Ms Anthea Ong,The Chairman,5d27eca6172d9aa762d4802f,Society
72,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
73,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
74,Ms Anthea Ong,The Chairman,5d27eca6172d9aa762d4802f,Society
75,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
76,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
77,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
78,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
79,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
80,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
81,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
82,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
83,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
84,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
85,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
86,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
87,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
88,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
89,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
90,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
91,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
92,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
93,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
94,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
95,The Chairman,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
96,Assoc Prof Walter Theseira,PROC,5d27eca6172d9aa762d4802f,Society
97,PROC,The Chairman,5d27eca6172d9aa762d4802f,Society
98,The Chairman,The Chairman,5d27eca6172d9aa762d4802f,Society
99,The Chairman,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
100,Ms Anthea Ong,Ms Anthea Ong,5d27eca6172d9aa762d4802f,Society
101,Ms Anthea Ong,Assoc Prof Walter Theseira,5d27eca6172d9aa762d4802f,Society
102,Assoc Prof Walter Theseira,The Chairman,5d27eca6172d9aa762d4802f,Society
103,The Chairman,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
104,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
105,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
106,Mr Deputy Speaker,Mr Pritam Singh,5d27eca6172d9aa762d4802f,Society
107,Mr Pritam Singh,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
108,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
109,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
110,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
111,Mr Deputy Speaker,Miss Cheng Li Hui (Tampines),5d27eca6172d9aa762d4802f,Society
112,Miss Cheng Li Hui (Tampines),Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
113,Mr Deputy Speaker,Miss Cheng Li Hui,5d27eca6172d9aa762d4802f,Society
114,Miss Cheng Li Hui,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
115,Mr Deputy Speaker,Prof Lim Sun Sun,5d27eca6172d9aa762d4802f,Society
116,Prof Lim Sun Sun,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
117,Mr Deputy Speaker,Mr Deputy Speaker,5d27eca6172d9aa762d4802f,Society
118,PROC,The Minister for Foreign Affairs (Dr Vivian Balakrishnan),5d27eca6172d9aa762d48030,Society
119,The Minister for Foreign Affairs (Dr Vivian Balakrishnan),Mr Vikram Nair (Sembawang),5d27eca6172d9aa762d48030,Society
120,Mr Vikram Nair (Sembawang),Dr Vivian Balakrishnan,5d27eca6172d9aa762d48030,Society
121,Dr Vivian Balakrishnan,Mr Pritam Singh (Aljunied),5d27eca6172d9aa762d48030,Society
122,Mr Pritam Singh (Aljunied),Dr Vivian Balakrishnan,5d27eca6172d9aa762d48030,Society
123,Dr Vivian Balakrishnan,Mr Speaker,5d27eca6172d9aa762d48030,Society
124,Mr Speaker,Assoc Prof Walter Theseira (Nominated Member),5d27eca6172d9aa762d48030,Society
125,Assoc Prof Walter Theseira (Nominated Member),Dr Vivian Balakrishnan,5d27eca6172d9aa762d48030,Society
126,PROC,PROC,5d27eca6172d9aa762d48031,Internal Security
127,PROC,Assoc Prof Walter Theseira (Nominated Member),5d27eca6172d9aa762d48031,Internal Security
128,Assoc Prof Walter Theseira (Nominated Member),Ms Low Yen Ling,5d27eca6172d9aa762d48031,Internal Security
129,Ms Low Yen Ling,Mr Patrick Tay Teck Guan (West Coast),5d27eca6172d9aa762d48031,Internal Security
130,Mr Patrick Tay Teck Guan (West Coast),Ms Low Yen Ling,5d27eca6172d9aa762d48031,Internal Security
131,Ms Low Yen Ling,Ms Anthea Ong (Nominated Member),5d27eca6172d9aa762d48031,Internal Security
132,Ms Anthea Ong (Nominated Member),Ms Low Yen Ling,5d27eca6172d9aa762d48031,Internal Security
133,PROC,The Senior Minister of State for Health (Dr Lam Pin Min) (the Minister for Health),5d27eca6172d9aa762d48032,Environment
134,The Senior Minister of State for Health (Dr Lam Pin Min) (the Minister for Health),Ms Irene Quay Siew Ching (Nominated Member),5d27eca6172d9aa762d48032,Environment
135,Ms Irene Quay Siew Ching (Nominated Member),Dr Lam Pin Min,5d27eca6172d9aa762d48032,Environment
136,PROC,PROC,5d27eca6172d9aa762d48033,Employment
137,PROC,Mr Lim Biow Chuan (Mountbatten),5d27eca6172d9aa762d48033,Employment
138,Mr Lim Biow Chuan (Mountbatten),Ms Indranee Rajah,5d27eca6172d9aa762d48033,Employment
139,Ms Indranee Rajah,Mr Lim Biow Chuan,5d27eca6172d9aa762d48033,Employment
140,Mr Lim Biow Chuan,Ms Indranee Rajah,5d27eca6172d9aa762d48033,Employment
141,PROC,The Senior Minister of State for Health (Dr Amy Khor Lean Suan) (for the Minister for Health),5d27eca6172d9aa762d48034,Healthcare
142,The Senior Minister of State for Health (Dr Amy Khor Lean Suan) (for the Minister for Health),Mr Louis Ng Kok Kwang (Nee Soon),5d27eca6172d9aa762d48034,Healthcare
143,Mr Louis Ng Kok Kwang (Nee Soon),Dr Amy Khor Lean Suan,5d27eca6172d9aa762d48034,Healthcare
144,Dr Amy Khor Lean Suan,Mr Louis Ng Kok Kwang,5d27eca6172d9aa762d48034,Healthcare
145,Mr Louis Ng Kok Kwang,Dr Amy Khor Lean Suan,5d27eca6172d9aa762d48034,Healthcare
146,Dr Amy Khor Lean Suan,Dr Chia Shi-Lu (Tanjong Pagar),5d27eca6172d9aa762d48034,Healthcare
147,Dr Chia Shi-Lu (Tanjong Pagar),Dr Amy Khor Lean Suan,5d27eca6172d9aa762d48034,Healthcare
148,PROC,PROC,5d27eca6172d9aa762d48035,Employment
149,PROC,Mr Png Eng Huat (Hougang),5d27eca6172d9aa762d48035,Employment
150,Mr Png Eng Huat (Hougang),Mr Lawrence Wong,5d27eca6172d9aa762d48035,Employment
151,PROC,The Minister of State for Manpower (Mr Zaqy Mohamad) (for the Minister for Manpower),5d27eca6172d9aa762d48036,Employment
152,The Minister of State for Manpower (Mr Zaqy Mohamad) (for the Minister for Manpower),Mr Louis Ng Kok Kwang (Nee Soon),5d27eca6172d9aa762d48036,Employment
153,Mr Louis Ng Kok Kwang (Nee Soon),Mr Zaqy Mohamad,5d27eca6172d9aa762d48036,Employment
154,Mr Zaqy Mohamad,Mr Louis Ng Kok Kwang,5d27eca6172d9aa762d48036,Employment
155,Mr Louis Ng Kok Kwang,Mr Zaqy Mohamad,5d27eca6172d9aa762d48036,Employment
156,PROC,The Second Minister for Education (Ms Indranee Rajah) (for the Minister for Education),5d27eca6172d9aa762d48037,Education
157,PROC,Mr Speaker,5d27eca6172d9aa762d48038,Society
158,Mr Speaker,Ms Rahayu Mahzam (Jurong),5d27eca6172d9aa762d48038,Society
159,Ms Rahayu Mahzam (Jurong),Prof Lim Sun Sun (Nominated Member),5d27eca6172d9aa762d48038,Society
160,Prof Lim Sun Sun (Nominated Member),Mr Muhamad Faisal Bin Abdul Manap (Aljunied),5d27eca6172d9aa762d48038,Society
161,Mr Muhamad Faisal Bin Abdul Manap (Aljunied),Ms Anthea Ong (Nominated Member),5d27eca6172d9aa762d48038,Society
162,Ms Anthea Ong (Nominated Member),Mr Speaker,5d27eca6172d9aa762d48038,Society
163,Mr Speaker,Ms Anthea Ong,5d27eca6172d9aa762d48038,Society
164,Ms Anthea Ong,Mr Vikram Nair (Sembawang),5d27eca6172d9aa762d48038,Society
165,Mr Vikram Nair (Sembawang),Mr Speaker,5d27eca6172d9aa762d48038,Society
166,Mr Speaker,Mr Pritam Singh (Aljunied),5d27eca6172d9aa762d48038,Society
167,Mr Pritam Singh (Aljunied),Mr Vikram Nair,5d27eca6172d9aa762d48038,Society
168,Mr Vikram Nair,Mr Leon Perera (Non-Constituency Member),5d27eca6172d9aa762d48038,Society
169,Mr Leon Perera (Non-Constituency Member),Mr Vikram Nair,5d27eca6172d9aa762d48038,Society
170,Mr Vikram Nair,Mr Dennis Tan Lip Fong (Non-Constituency Member),5d27eca6172d9aa762d48038,Society
171,Mr Dennis Tan Lip Fong (Non-Constituency Member),Assoc Prof Walter Theseira (Nominated Member),5d27eca6172d9aa762d48038,Society
172,Assoc Prof Walter Theseira (Nominated Member),Mr Speaker,5d27eca6172d9aa762d48038,Society
173,Mr Speaker,Assoc Prof Walter Theseira,5d27eca6172d9aa762d48038,Society
174,Assoc Prof Walter Theseira,Mr Cedric Foo Chee Keng (Pioneer),5d27eca6172d9aa762d48038,Society
175,Mr Cedric Foo Chee Keng (Pioneer),Mr Speaker,5d27eca6172d9aa762d48038,Society
176,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
177,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
178,Mr Speaker,Er Dr Lee Bee Wah (Nee Soon),5d27eca6172d9aa762d48038,Society
179,Er Dr Lee Bee Wah (Nee Soon),Mr Speaker,5d27eca6172d9aa762d48038,Society
180,Mr Speaker,Mr Cedric Foo Chee Keng,5d27eca6172d9aa762d48038,Society
181,Mr Cedric Foo Chee Keng,Mr Speaker,5d27eca6172d9aa762d48038,Society
182,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
183,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
184,Mr Speaker,Mr Cedric Foo Chee Keng,5d27eca6172d9aa762d48038,Society
185,Mr Cedric Foo Chee Keng,Mr Speaker,5d27eca6172d9aa762d48038,Society
186,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
187,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
188,Mr Speaker,Mr Cedric Foo Chee Keng,5d27eca6172d9aa762d48038,Society
189,Mr Cedric Foo Chee Keng,Mr Speaker,5d27eca6172d9aa762d48038,Society
190,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
191,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
192,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
193,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
194,Mr Speaker,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
195,Mr K Shanmugam,Mr Speaker,5d27eca6172d9aa762d48038,Society
196,Mr Speaker,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
197,Mr Pritam Singh,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
198,Mr K Shanmugam,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
199,Mr Pritam Singh,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
200,Mr K Shanmugam,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
201,Mr Pritam Singh,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
202,Mr K Shanmugam,Mr Pritam Singh,5d27eca6172d9aa762d48038,Society
203,Mr Pritam Singh,Mr Speaker,5d27eca6172d9aa762d48038,Society
204,Mr Speaker,Mr Leon Perera (Non-Constituency Member),5d27eca6172d9aa762d48038,Society
205,Mr Leon Perera (Non-Constituency Member),Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
206,Mr K Shanmugam,Mr Speaker,5d27eca6172d9aa762d48038,Society
207,Mr Speaker,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
208,Mr Leon Perera,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
209,Mr K Shanmugam,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
210,Mr Leon Perera,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
211,Mr K Shanmugam,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
212,Mr Leon Perera,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
213,Mr K Shanmugam,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
214,Mr Leon Perera,Mr K Shanmugam,5d27eca6172d9aa762d48038,Society
215,Mr K Shanmugam,Mr Speaker,5d27eca6172d9aa762d48038,Society
216,Mr Speaker,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
217,Mr Leon Perera,Ms Joan Pereira (Tanjong Pagar),5d27eca6172d9aa762d48038,Society
218,Ms Joan Pereira (Tanjong Pagar),Mr Gan Thiam Poh (Ang Mo Kio),5d27eca6172d9aa762d48038,Society
219,Mr Gan Thiam Poh (Ang Mo Kio),Mr Speaker,5d27eca6172d9aa762d48038,Society
220,Mr Speaker,Mr Low Thia Khiang (Aljunied),5d27eca6172d9aa762d48038,Society
221,Mr Low Thia Khiang (Aljunied),Mr Speaker,5d27eca6172d9aa762d48038,Society
222,Mr Speaker,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
223,Mr Low Thia Khiang,Mr Gan Thiam Poh,5d27eca6172d9aa762d48038,Society
224,Mr Gan Thiam Poh,Mr Speaker,5d27eca6172d9aa762d48038,Society
225,Mr Speaker,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
226,Mr Low Thia Khiang,Mr Gan Thiam Poh,5d27eca6172d9aa762d48038,Society
227,Mr Gan Thiam Poh,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
228,Mr Low Thia Khiang,Mr Speaker,5d27eca6172d9aa762d48038,Society
229,Mr Speaker,Mr Gan Thiam Poh,5d27eca6172d9aa762d48038,Society
230,Mr Gan Thiam Poh,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
231,Mr Low Thia Khiang,Mr Speaker,5d27eca6172d9aa762d48038,Society
232,Mr Speaker,Dr Intan Azura Mokhtar (Ang Mo Kio),5d27eca6172d9aa762d48038,Society
233,Dr Intan Azura Mokhtar (Ang Mo Kio),Ms Sylvia Lim (Aljunied),5d27eca6172d9aa762d48038,Society
234,Ms Sylvia Lim (Aljunied),Mr Speaker,5d27eca6172d9aa762d48038,Society
235,Mr Speaker,Ms Sim Ann (Holland-Bukit Timah),5d27eca6172d9aa762d48038,Society
236,Ms Sim Ann (Holland-Bukit Timah),Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
237,Mr Low Thia Khiang,Mr Speaker,5d27eca6172d9aa762d48038,Society
238,Mr Speaker,Ms Sim Ann,5d27eca6172d9aa762d48038,Society
239,Ms Sim Ann,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
240,Mr Low Thia Khiang,Mr Speaker,5d27eca6172d9aa762d48038,Society
241,Mr Speaker,Ms Sim Ann,5d27eca6172d9aa762d48038,Society
242,Ms Sim Ann,Mr Tan Chuan-Jin,5d27eca6172d9aa762d48038,Society
243,Mr Tan Chuan-Jin,Mr Low Thia Khiang,5d27eca6172d9aa762d48038,Society
244,Mr Low Thia Khiang,Mr Tan Chuan-Jin,5d27eca6172d9aa762d48038,Society
245,Mr Tan Chuan-Jin,Ms Sim Ann,5d27eca6172d9aa762d48038,Society
246,Ms Sim Ann,The Minister of State for National Development (Mr Zaqy Mohamad),5d27eca6172d9aa762d48038,Society
247,The Minister of State for National Development (Mr Zaqy Mohamad),Mr Muhamad Faisal Bin Abdul Manap,5d27eca6172d9aa762d48038,Society
248,Mr Muhamad Faisal Bin Abdul Manap,Mr Zaqy Mohamad,5d27eca6172d9aa762d48038,Society
249,Mr Zaqy Mohamad,Mr Murali Pillai (Bukit Batok),5d27eca6172d9aa762d48038,Society
250,Mr Murali Pillai (Bukit Batok),Mr Speaker,5d27eca6172d9aa762d48038,Society
251,Mr Speaker,Mr Murali Pillai,5d27eca6172d9aa762d48038,Society
252,Mr Murali Pillai,Mr Speaker,5d27eca6172d9aa762d48038,Society
253,Mr Speaker,Mr Murali Pillai,5d27eca6172d9aa762d48038,Society
254,Mr Murali Pillai,Mr Speaker,5d27eca6172d9aa762d48038,Society
255,Mr Speaker,Mr Leon Perera,5d27eca6172d9aa762d48038,Society
256,Mr Leon Perera,Mr Speaker,5d27eca6172d9aa762d48038,Society
257,Mr Speaker,Mr Murali Pillai,5d27eca6172d9aa762d48038,Society
258,Mr Murali Pillai,Mr Speaker,5d27eca6172d9aa762d48038,Society
259,Mr Speaker,Assoc Prof Walter Theseira,5d27eca6172d9aa762d48038,Society
260,Assoc Prof Walter Theseira,Mr Speaker,5d27eca6172d9aa762d48038,Society
261,Mr Speaker,Mr Chen Show Mao (Aljunied),5d27eca6172d9aa762d48038,Society
262,Mr Chen Show Mao (Aljunied),Mr Speaker,5d27eca6172d9aa762d48038,Society
263,Mr Speaker,PROC,5d27eca6172d9aa762d48038,Society
264,PROC,PROC,5d27eca6172d9aa762d48038,Society
265,PROC,Mr Melvin Yong Yik Chye (Tanjong Pagar),5d27eca6172d9aa762d48038,Society
266,Mr Melvin Yong Yik Chye (Tanjong Pagar),Mr Speaker,5d27eca6172d9aa762d48038,Society
267,Mr Speaker,The Minister for Education (Mr Ong Ye Kung),5d27eca6172d9aa762d48038,Society
268,The Minister for Education (Mr Ong Ye Kung),Mr Speaker,5d27eca6172d9aa762d48038,Society
269,Mr Speaker,Ms Sylvia Lim,5d27eca6172d9aa762d48038,Society
270,Ms Sylvia Lim,Mr Ong Ye Kung,5d27eca6172d9aa762d48038,Society
271,Mr Ong Ye Kung,Mr Speaker,5d27eca6172d9aa762d48038,Society
272,Mr Speaker,Prof Lim Sun Sun,5d27eca6172d9aa762d48038,Society
273,Prof Lim Sun Sun,Mr Ong Ye Kung,5d27eca6172d9aa762d48038,Society
274,Mr Ong Ye Kung,Mr Speaker,5d27eca6172d9aa762d48038,Society
275,Mr Speaker,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member),5d27eca6172d9aa762d48038,Society
276,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member),Mr Ong Ye Kung,5d27eca6172d9aa762d48038,Society
277,Mr Ong Ye Kung,Mr Speaker,5d27eca6172d9aa762d48038,Society
278,Mr Speaker,Assoc Prof Walter Theseira,5d27eca6172d9aa762d48038,Society
279,Assoc Prof Walter Theseira,Mr Ong Ye Kung,5d27eca6172d9aa762d48038,Society
280,Mr Ong Ye Kung,Mr Speaker,5d27eca6172d9aa762d48038,Society
281,Mr Speaker,Mr Mohamed Irshad (Nominated Member),5d27eca6172d9aa762d48038,Society
282,Mr Mohamed Irshad (Nominated Member),Mr Speaker,5d27eca6172d9aa762d48038,Society
283,Mr Speaker,Assoc Prof Daniel Goh Pei Siong,5d27eca6172d9aa762d48038,Society
284,Assoc Prof Daniel Goh Pei Siong,PROC,5d27eca6172d9aa762d48038,Society
285,PROC,Mr Kwek Hian Chuan Henry (Nee Soon),5d27eca6172d9aa762d48038,Society
286,Mr Kwek Hian Chuan Henry (Nee Soon),Mr Saktiandi Supaat (Bishan-Toa Payoh),5d27eca6172d9aa762d48038,Society
287,Mr Saktiandi Supaat (Bishan-Toa Payoh),Mr Deputy Speaker,5d27eca6172d9aa762d48038,Society
288,Mr Deputy Speaker,Mr Saktiandi Supaat,5d27eca6172d9aa762d48038,Society
289,Mr Saktiandi Supaat,Mr Alex Yam (Marsiling-Yew Tee),5d27eca6172d9aa762d48038,Society
290,PROC,PROC,5d27eca6172d9aa762d48039,Environment
291,PROC,Mr Lim Biow Chuan (Mountbatten),5d27eca6172d9aa762d48039,Environment
292,Mr Lim Biow Chuan (Mountbatten),Ms Sun Xueling,5d27eca6172d9aa762d48039,Environment
293,Ms Sun Xueling,PROC,5d27eca6172d9aa762d48039,Environment
294,PROC,Ms Sun Xueling,5d27eca6172d9aa762d48039,Environment
295,Ms Sun Xueling,Mr Louis Ng Kok Kwang (Nee Soon),5d27eca6172d9aa762d48039,Environment
